ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,late_payment_count,risk_tier,age_band,credit_limit_bucket,utilisation_rate,utilisation_trend_slope,payment_consistency_score,months_since_last_late,payment_to_bill_ratio,is_outlier
777,200000,1,1,2,26,-2,-2,-2,-2,-1,-1,12716,16164,1954,5297,1483,3393,16244,1963,3359,4849,3410,2994,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.0341725,0.012474,1.0,6,0.800326773477699,False
778,20000,1,2,2,26,-1,-1,-1,-1,-2,-1,1438,1261,451,-810,-420,1320,1261,451,0,780,2130,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.027,0.009849,1.0,6,1.4265432098765432,False
779,50000,2,1,1,32,2,0,0,-1,0,-1,47858,49223,42589,639,4639,2312,2500,3000,7000,4000,2413,2000,1,1,risk_tier_medium,cohort_age_30_39,limit_50K_100K,0.4908666666666666,0.230533,0.8333333333333334,0,0.14201412467744126,False
780,50000,2,2,2,31,1,-2,-1,-1,-1,2,0,0,190,0,36059,32851,0,190,0,36059,0,2420,0,2,risk_tier_medium,cohort_age_30_39,limit_50K_100K,0.23033333333333333,-0.155567,0.6666666666666666,0,0.5596092619392186,False
781,230000,1,1,2,29,0,0,2,2,2,0,40732,44563,42804,44020,41278,34672,5000,0,3000,0,3000,3000,0,3,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.17976014492753625,0.004837,0.5,2,0.05643591097638157,False
782,50000,1,2,1,27,-1,-1,2,-1,-1,-1,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,0,1,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.030246666666666665,0.002423,0.8333333333333334,2,0.6362133568437294,False
783,100000,2,1,2,28,2,2,2,2,2,2,79580,81493,82759,83609,85325,87096,3790,3200,3100,3200,3332,3280,1,6,risk_tier_high,cohort_age_20_29,limit_50K_100K,0.8331033333333333,-0.014265,0.0,0,0.0398149889369466,True
784,210000,2,1,1,42,1,-2,-1,-1,-2,-2,0,0,2490,0,0,0,0,2490,0,0,0,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.001976190476190476,0.000339,0.8333333333333334,0,1.0,False
785,230000,2,2,1,32,0,0,0,0,2,0,87764,73526,72376,76870,75211,76645,2630,2614,6000,0,3000,2800,1,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.3350666666666666,0.00572,0.8333333333333334,4,0.03686049931659717,False
786,500000,2,1,2,26,1,-2,-2,-2,-2,-2,31421,22150,0,0,0,0,22157,0,0,0,0,0,0,1,risk_tier_medium,cohort_age_20_29,limit_200K_500K,0.017857,0.012775,0.8333333333333334,0,0.4136006421384704,False
787,370000,2,1,2,38,-1,-1,-1,-1,-1,-1,929,328,0,1539,1815,0,328,0,1539,1815,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.002077027027027027,-0.000105,1.0,6,0.7985252656690522,False
788,230000,2,1,1,35,-1,-1,-1,-1,0,0,2648,191,1947,11674,16160,32519,200,1950,11692,10000,20000,6000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.04720217391304348,-0.025713,1.0,6,0.7651637267996131,False
789,80000,1,2,2,29,0,0,0,0,0,0,11894,12287,12407,14360,14657,4129,1284,1047,2000,359,175,1000,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.14527916666666668,0.010629,1.0,6,0.0841053144807411,False
790,60000,2,2,2,29,-1,0,0,0,-2,-2,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.3399333333333333,0.218237,1.0,6,0.04929888213375171,False
791,30000,2,2,2,51,1,2,2,0,0,0,25382,26480,25761,25964,26507,27249,1800,0,928,960,1181,967,0,3,risk_tier_medium,cohort_age_50_59,limit_below_50K,0.8741277777777777,-0.009161,0.5,0,0.03709094144639418,False
792,70000,1,1,2,27,1,-1,-1,-1,-2,-1,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0,1,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.0013166666666666667,-0.001256,0.8333333333333334,0,2.0,True
793,410000,1,1,2,32,-1,-1,-1,-2,-2,-2,5335,5369,-281,-281,-281,-281,5400,0,0,0,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.003894308943089431,0.003138,1.0,6,0.5636743215031316,False
794,280000,2,3,1,40,1,-2,-2,-2,-2,-2,-288,-288,-288,-288,-288,2124,0,0,0,0,2412,0,0,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.00040714285714285717,-0.001231,0.8333333333333334,0,2.0,True
795,50000,2,1,1,34,0,0,0,0,0,0,46750,48317,48282,18299,19323,20329,2320,1282,3299,1323,1329,1114,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.671,0.142326,1.0,6,0.05299056135121709,False
796,100000,2,2,1,30,0,0,0,0,0,0,97062,74352,75004,76705,78168,80347,2800,2700,5400,3500,3500,3200,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.80273,0.020122,1.0,6,0.04380883568156998,False
797,230000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.0,0.0,1.0,6,1.0,False
798,50000,2,1,2,22,0,0,0,-1,-1,-2,13801,9549,5385,7781,0,0,1372,1275,7900,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.12172,0.054432,1.0,6,0.28883229269361377,False
799,100000,2,1,2,48,2,2,2,2,2,0,15355,17949,18158,18365,17932,18147,3164,800,800,0,662,3000,0,5,risk_tier_high,cohort_age_40_49,limit_50K_100K,0.17651,-0.004033,0.16666666666666666,0,0.07956112023870225,False
800,210000,2,2,1,35,0,0,0,0,0,0,37148,35754,34232,32331,30337,28012,2000,2000,2444,1342,1038,2000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.1569952380952381,0.008685,1.0,6,0.05471806848858018,False
801,400000,1,1,2,37,-1,-1,-1,-1,-2,-1,385,12695,1290,0,0,3058,13032,1290,0,0,3058,3768,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.007261666666666666,0.001858,1.0,6,1.213449621299059,False
802,20000,1,2,2,25,4,3,2,0,0,0,20610,20005,19331,19333,17363,16314,0,0,500,715,326,0,1,3,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.9413,0.042006,0.5,0,0.013642480257799497,False
803,50000,2,3,1,44,-1,-1,-1,-1,0,0,2000,780,0,7472,10174,11104,780,0,7472,3000,1104,1000,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.1051,-0.046385,1.0,6,0.4235965746907707,False
804,230000,2,1,2,28,-1,-1,-1,-2,-2,-2,6666,6666,0,0,0,0,6666,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.009660869565217391,0.006625,1.0,6,0.5,False
805,220000,1,2,2,29,0,0,0,-2,-2,-2,31037,6244,0,0,0,0,3050,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.028243181818181817,0.022587,1.0,6,0.08181111021700062,False
806,300000,2,1,1,36,0,0,0,0,-2,-1,25239,25001,20800,0,0,65755,1713,1000,0,0,65755,3000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.07599722222222223,-0.010169,1.0,6,0.5224459958331811,False
807,80000,2,2,2,23,1,-1,2,-1,-1,-1,998,6858,1879,1145,7328,3703,6861,11,1146,7329,3704,426,0,2,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.04564791666666667,-0.005072,0.6666666666666666,0,0.8889142439870384,False
808,20000,2,3,2,36,0,0,2,2,2,2,16754,18873,19862,19245,20532,19953,2400,1600,0,1600,209,0,1,4,risk_tier_high,cohort_age_30_39,limit_below_50K,0.9601583333333334,-0.029079,0.3333333333333333,2,0.05041703191313933,False
809,190000,2,1,2,26,0,0,0,0,0,2,31061,32129,33142,33726,35758,35171,1750,1720,1300,2600,0,1400,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.1763043859649123,-0.004815,0.8333333333333334,5,0.043634662938399,False
810,160000,2,2,0,37,0,0,0,0,0,0,2694,38433,38870,28574,27268,28021,35888,1325,891,1000,1098,426,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.1706875,-0.014794,1.0,6,0.2479433662882949,False
811,120000,2,1,3,44,0,0,2,0,0,0,70096,76446,73732,12329,12329,0,8100,0,247,0,0,0,0,1,risk_tier_medium,cohort_age_40_49,limit_100K_200K,0.34018333333333334,0.143865,0.8333333333333334,2,0.03407884637368739,False
812,700000,2,1,1,39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,0,0,risk_tier_low,cohort_age_30_39,limit_above_500K,0.0893545238095238,0.02441,1.0,6,0.2580251486187978,True
813,140000,2,1,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,1086,0,0,0,0,1086,0,0,0,1,risk_tier_medium,cohort_age_20_29,limit_100K_200K,0.001292857142857143,-0.000665,0.8333333333333334,0,1.0,False
814,300000,2,3,1,29,-1,0,0,0,0,-1,24921,21333,16212,11304,11396,6138,2000,3000,0,5000,6202,0,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.05072444444444445,0.012251,1.0,6,0.1774511521948655,False
815,120000,1,3,1,33,1,2,2,2,2,2,66055,67405,68405,69387,70727,72215,3000,2700,2700,2600,2800,0,1,6,risk_tier_high,cohort_age_30_39,limit_100K_200K,0.5752694444444444,-0.00994,0.0,0,0.03331772068161296,True
816,280000,2,2,1,39,0,0,2,0,0,0,213738,228963,223810,158542,162244,108143,20300,0,5600,6300,4000,4000,0,1,risk_tier_medium,cohort_age_30_39,limit_200K_500K,0.6520476190476191,0.080959,0.8333333333333334,2,0.03669758270649237,False
817,70000,1,3,1,51,2,2,0,0,0,0,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100,1,2,risk_tier_medium,cohort_age_50_59,limit_50K_100K,0.7211357142857143,0.018198,0.6666666666666666,0,0.033904852464861975,False
818,20000,2,3,2,24,-1,-1,-1,-1,-1,2,4101,507,3042,0,8402,6204,507,3042,0,8402,0,4739,0,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.18546666666666667,-0.044511,0.8333333333333334,5,0.7499101365923796,False
819,150000,2,2,1,45,-1,-1,-1,-1,-1,-1,2605,2605,4590,2605,2605,3795,2605,4590,2605,2605,3795,10675,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.020894444444444445,-0.000755,1.0,6,1.4291411858548257,False
820,60000,1,1,2,30,0,-1,0,0,0,0,15380,4116,19453,17912,18480,18848,4147,19435,1000,1000,1000,1000,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.2616361111111111,-0.028043,1.0,6,0.29283674314410385,False
821,200000,2,3,0,51,-1,-1,-1,-1,0,-1,780,0,390,780,390,390,0,390,780,0,390,390,0,0,risk_tier_low,cohort_age_50_59,limit_100K_200K,0.002275,5.6e-05,1.0,6,0.7142857142857143,False
822,50000,2,2,2,24,1,2,0,0,0,0,48861,48082,48614,26667,26036,26850,2000,2233,1083,1100,1400,3000,1,2,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.7503666666666667,0.113223,0.6666666666666666,0,0.048047621162986984,False
823,150000,1,2,1,50,-1,0,0,2,0,0,55336,58255,36260,35037,34631,63156,5085,4000,0,2000,30000,5000,0,1,risk_tier_medium,cohort_age_50_59,limit_100K_200K,0.3140833333333333,0.006285,0.8333333333333334,3,0.16303175024321218,False
824,20000,2,1,2,22,0,0,0,0,0,0,20243,20400,19583,19983,20196,19705,1410,1200,534,700,1000,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,1.0,0.004146,1.0,6,0.04032969777703772,False
825,40000,1,1,2,27,0,0,0,0,0,0,11058,11471,11776,12660,12660,12413,2000,1500,2330,2300,1000,2078,1,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.30015833333333336,-0.008019,1.0,6,0.15558455259724036,False
826,170000,2,2,2,33,1,-1,-1,-1,-2,-2,0,7042,2986,0,0,0,7042,2986,0,0,0,0,0,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.009831372549019607,0.004052,0.8333333333333334,0,1.0,False
827,50000,2,2,1,24,1,2,0,0,0,2,27087,26372,26992,27693,29237,28607,0,1400,1100,2100,0,1000,0,3,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.5532933333333333,-0.009655,0.5,0,0.033737378605682336,False
828,10000,1,2,2,37,0,0,0,0,2,2,8755,8158,7540,8164,6963,5923,1167,1022,1036,0,2700,0,0,2,risk_tier_medium,cohort_age_30_39,limit_below_50K,0.7583833333333333,0.048917,0.6666666666666666,4,0.13021119486627256,False
829,200000,2,2,1,58,-1,-1,-1,-1,-2,-1,3035,199602,720,0,0,1500,199646,720,0,0,1500,185652,0,0,risk_tier_low,cohort_age_50_59,limit_100K_200K,0.17071416666666667,0.086743,1.0,6,1.8916512494081237,True
830,50000,2,2,1,48,0,-1,-1,0,0,0,20944,4696,47225,16483,9343,9693,2360,49325,3001,1882,500,503,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.36128,0.041746,1.0,6,0.5311761883672866,False
831,320000,1,1,2,28,-1,0,0,-1,0,0,2007,3477,3037,1633,3633,0,2000,1000,1633,2000,0,3000,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.007180729166666667,0.00098,1.0,6,0.6987016754914049,False
832,20000,2,3,1,24,8,7,6,5,4,3,24310,23987,23353,22719,21796,21162,0,0,0,0,0,0,0,6,risk_tier_high,cohort_age_20_29,limit_below_50K,1.0,0.032781,0.0,0,0.0,True
833,470000,2,2,1,27,0,0,0,0,-1,0,152478,62084,54551,14363,97440,90717,3001,4005,2021,97441,5001,5001,1,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.16724574468085107,0.014767,1.0,6,0.24695048904550784,False
834,230000,2,3,2,30,-1,-1,-1,0,0,0,550,0,13013,14265,13659,0,0,13013,1252,3659,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.03006304347826087,-0.004904,1.0,6,0.43203895196085523,False
835,20000,2,1,2,23,0,0,0,0,0,-2,17246,16988,15973,18773,0,0,2000,2000,3000,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.5748333333333333,0.191991,1.0,6,0.1014786894752102,False
836,30000,2,3,2,53,-1,-1,-1,-1,-1,-1,1598,2487,0,4810,2796,3245,2487,0,4810,2796,3245,7305,1,0,risk_tier_low,cohort_age_50_59,limit_below_50K,0.08297777777777779,-0.013307,1.0,6,1.3820969469737547,False
837,80000,2,2,2,23,2,2,2,2,2,2,22895,23837,24253,24562,25126,25476,1600,1100,1000,1100,906,0,0,6,risk_tier_high,cohort_age_20_29,limit_50K_100K,0.30447708333333334,-0.0061,0.0,0,0.039042347193617474,True
838,110000,2,2,1,55,0,0,0,0,0,0,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,0,0,risk_tier_low,cohort_age_50_59,limit_100K_200K,0.15541060606060608,-0.006635,1.0,6,0.06727047606048493,False
839,420000,1,2,1,34,0,0,0,0,0,0,88948,79783,80575,92982,98502,103200,30000,10575,15000,10000,10000,20000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.21586904761904763,-0.009512,1.0,6,0.175692567878086,False
840,500000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
841,80000,2,2,2,22,1,2,0,0,0,0,79318,79459,79788,29069,26551,27109,2000,2201,2000,1000,1000,2000,0,2,risk_tier_medium,cohort_age_20_29,limit_50K_100K,0.6693625,0.168031,0.6666666666666666,0,0.0317497370010022,False
842,350000,2,2,1,31,0,0,0,0,0,0,67648,68557,63179,57987,53948,39965,3039,2047,1750,1703,1721,784,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.16727809523809525,0.015301,1.0,6,0.03143894968173899,False
843,30000,2,2,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,7463,6804,0,0,0,7463,6804,4985,0,0,risk_tier_low,cohort_age_30_39,limit_below_50K,0.07926111111111112,-0.053723,1.0,6,1.3494077241185953,False
844,110000,2,2,2,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,300,102,1,1,risk_tier_medium,cohort_age_30_39,limit_100K_200K,0.00022727272727272727,-0.000195,0.8333333333333334,0,2.0,True
845,500000,1,3,1,39,0,0,0,0,0,0,315201,332071,375070,354839,369532,367399,25000,50000,20000,19586,14122,12022,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.704704,-0.02018,1.0,6,0.06656695577150122,False
846,490000,2,1,1,38,-1,-1,-1,-1,-1,0,4290,4738,2803,6027,10722,8452,4738,2803,6027,10722,6000,1139,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.012595918367346939,-0.002448,1.0,6,0.848698422985526,False
847,300000,2,2,1,34,-2,-2,-2,-2,-2,-2,205064,-86,-86,2014,-185,1815,0,0,2100,0,2000,5000,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.11585333333333334,0.096614,1.0,6,0.04363754939195151,False
848,50000,1,2,3,42,2,0,0,2,0,0,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132,1,2,risk_tier_medium,cohort_age_40_49,limit_50K_100K,0.7996166666666668,0.096988,0.6666666666666666,0,0.046288846739062466,False
849,150000,1,3,1,37,4,4,4,3,2,0,151117,153787,150320,147989,143355,143131,6500,0,512,0,4388,4221,1,5,risk_tier_high,cohort_age_30_39,limit_100K_200K,0.9885544444444444,0.014011,0.16666666666666666,0,0.017557623420954727,False
850,80000,2,3,1,57,-1,2,-1,0,0,0,726,726,15400,15000,15000,15000,0,15400,0,0,0,100,0,1,risk_tier_medium,cohort_age_50_59,limit_50K_100K,0.12885833333333332,-0.04064,0.8333333333333334,1,0.25059820215999484,False
851,40000,2,2,2,23,0,0,0,2,2,6,20035,21406,24735,24050,43317,44059,2000,4000,0,20000,2000,0,0,3,risk_tier_medium,cohort_age_20_29,limit_below_50K,0.7400083333333333,-0.132263,0.5,3,0.15765588225357824,False
852,30000,1,2,2,32,1,2,2,0,0,0,29095,30819,29214,29478,23384,22428,2500,0,910,1000,1000,1000,0,3,risk_tier_medium,cohort_age_30_39,limit_below_50K,0.9134333333333333,0.052739,0.5,0,0.03898599909985525,False
853,50000,1,1,1,37,0,0,-2,-2,-2,-2,30400,0,0,0,0,0,500,0,0,0,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.10133333333333334,0.086857,1.0,6,0.01644736842105263,False
854,140000,2,2,2,23,0,0,0,0,0,0,44733,44144,44739,43455,43980,44614,2100,2027,1800,1600,1750,1700,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,0.31626785714285716,0.000484,1.0,6,0.04131895432217266,False
855,50000,2,3,2,49,0,0,0,0,0,0,4987,6741,9366,8566,10066,0,2000,3000,1500,1500,0,0,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.13242,0.009006,1.0,6,0.20137944922720635,False
856,30000,2,2,2,25,-2,-2,-2,-2,-2,-2,26957,26269,17036,27497,16098,7300,1333,2256,27497,787,200,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.6730944444444444,0.112702,1.0,6,0.26472263261718265,False
857,40000,2,1,2,29,0,0,2,2,2,2,26461,29425,30145,29361,33893,34487,3400,1500,0,5000,1300,0,1,4,risk_tier_high,cohort_age_20_29,limit_below_50K,0.7657166666666667,-0.037679,0.3333333333333333,2,0.060945084125982193,False
858,100000,2,3,1,43,2,2,2,2,2,2,50485,51582,52141,52691,54199,53176,2200,2000,2000,2500,0,4500,1,6,risk_tier_high,cohort_age_40_49,limit_50K_100K,0.52379,-0.006245,0.0,0,0.04200156551289639,True
859,130000,1,2,2,29,0,0,0,0,0,0,131041,133698,131990,127512,128683,129669,7000,5151,4464,5000,4702,8000,0,0,risk_tier_low,cohort_age_20_29,limit_100K_200K,1.0,0.005798,1.0,6,0.04385037944372107,False
860,20000,2,2,2,27,0,0,0,0,0,0,20218,19194,20112,19712,19712,6321,1482,1400,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_below_50K,0.8772416666666666,0.097616,1.0,6,0.027377480549829483,False
861,50000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.0,0.0,1.0,6,1.0,False
862,260000,1,1,1,41,-2,-2,-1,0,0,0,1086,2853,38836,45087,47201,46199,3552,38836,20000,15000,15000,10000,0,0,risk_tier_low,cohort_age_40_49,limit_200K_500K,0.11619358974358975,-0.040095,1.0,6,0.5648619125906147,False
863,30000,2,3,2,52,2,2,7,7,7,7,2450,2450,2450,2450,2450,2450,0,0,0,0,0,0,1,6,risk_tier_high,cohort_age_50_59,limit_below_50K,0.08166666666666667,-0.0,0.0,0,0.0,True
864,10000,2,2,1,31,0,0,0,0,0,0,15915,9050,9901,9975,9736,8703,2330,2200,1000,333,311,322,0,0,risk_tier_low,cohort_age_30_39,limit_below_50K,1.0,0.096937,1.0,6,0.10265486725663717,False
865,200000,1,1,2,32,0,0,0,0,0,0,43515,44557,45574,49022,47459,49666,1739,1756,2662,1726,3000,2500,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.23316083333333332,-0.00613,1.0,6,0.047831789930412844,False
866,30000,2,2,1,46,0,0,0,0,0,0,28234,28874,29437,27738,27268,27409,1484,1436,1120,995,989,800,0,0,risk_tier_low,cohort_age_40_49,limit_below_50K,0.9386666666666666,0.010135,1.0,6,0.04038825757575758,False
867,180000,2,2,2,35,0,0,0,-2,-2,-2,119333,123150,0,0,0,0,6000,0,0,0,0,0,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.2245212962962963,0.153352,1.0,6,0.02474400267235229,False
868,100000,1,1,2,35,0,0,-2,-2,-2,-2,29109,0,0,0,0,0,0,0,0,0,0,47970,0,0,risk_tier_low,cohort_age_30_39,limit_50K_100K,0.048515,0.041584,1.0,6,1.6479439348655056,False
869,140000,2,2,1,39,0,0,0,0,0,0,105192,90337,74510,73876,76180,78400,3000,6000,4000,4000,4000,3000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.5934464285714286,0.036136,1.0,6,0.048144916197755246,False
870,290000,2,2,2,34,0,0,0,0,0,0,310403,315048,314085,317631,315820,305498,12012,12012,11016,11088,12031,12031,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,1.0,0.001839,1.0,6,0.037365217182995875,False
871,20000,2,2,3,52,0,0,0,0,0,0,14591,15616,16628,16958,17314,17664,1265,1277,607,629,638,641,0,0,risk_tier_low,cohort_age_50_59,limit_below_50K,0.8230916666666666,-0.029699,1.0,6,0.0511992386429215,False
872,80000,2,3,1,40,0,0,0,0,0,0,35660,37082,38464,38922,40791,43108,2000,2000,1397,2500,3000,1600,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.48755625,-0.017438,1.0,6,0.05339982138813043,False
873,500000,2,3,1,38,-2,-2,-2,-2,-2,-2,13655,8351,2340,2340,11435,189,8351,2340,2340,11435,189,5391,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.01277,0.003319,1.0,6,0.784286087183503,False
874,180000,1,1,1,45,-1,-1,-1,-1,-1,-1,4453,3310,7226,5060,2832,1890,3310,7228,5060,2832,1890,2576,0,0,risk_tier_low,cohort_age_40_49,limit_100K_200K,0.022936111111111112,0.002606,1.0,6,0.9243066489039603,False
875,20000,2,3,1,40,-1,-1,-1,-1,-1,-1,2946,0,390,390,390,390,0,390,390,390,390,780,0,0,risk_tier_low,cohort_age_40_49,limit_below_50K,0.03755,0.016586,1.0,6,0.5193075898801598,False
876,30000,2,2,1,25,0,0,0,0,0,2,30606,29579,30291,30616,30456,29818,1800,1512,1259,2500,0,1000,0,1,risk_tier_medium,cohort_age_20_29,limit_below_50K,1.0,0.000937,0.8333333333333334,5,0.04450117442078449,False
877,150000,1,1,2,33,0,0,0,0,0,0,45335,50262,54793,59244,64096,68837,6000,6000,6000,6000,6001,6000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.38063,-0.031136,1.0,6,0.10509185064527524,False
878,280000,2,2,2,27,-1,-1,-1,-1,-1,-1,5924,5174,980,3058,3158,9530,5174,1078,3058,3158,9530,0,0,0,risk_tier_low,cohort_age_20_29,limit_200K_500K,0.01656190476190476,-0.001435,1.0,6,0.7906124209315699,False
879,50000,2,2,1,43,0,0,0,-1,0,0,23587,24580,20165,10732,10566,10757,1800,1775,10732,384,757,501,0,0,risk_tier_low,cohort_age_40_49,limit_50K_100K,0.3346233333333334,0.066071,1.0,6,0.15887515315728132,False
880,20000,2,2,1,43,2,0,0,0,0,2,15294,16340,17359,17776,19293,18844,1300,1300,700,1800,0,1000,0,2,risk_tier_medium,cohort_age_40_49,limit_below_50K,0.8742166666666666,-0.038609,0.6666666666666666,0,0.05814729376775399,False
881,200000,1,1,2,30,-1,-1,-1,0,0,0,4935,-200,11463,11751,11772,5318,0,11663,9363,3232,3000,1000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.0375325,-0.005446,1.0,6,0.6274117986633806,False
882,210000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,risk_tier_medium,cohort_age_40_49,limit_200K_500K,0.0,0.0,0.8333333333333334,0,1.0,False
883,230000,2,1,2,38,0,0,0,0,0,0,224020,227311,184500,128190,130883,133504,8750,7470,4540,4710,4750,4900,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.7452231884057972,0.099152,1.0,6,0.03414987047942062,False
884,50000,1,3,2,57,0,0,0,0,0,0,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048,0,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.7721166666666667,0.096713,1.0,6,0.03531849677294019,False
885,50000,1,3,2,55,0,0,0,0,0,0,51737,27121,28103,28814,29261,29878,2930,1447,1158,1041,1082,994,1,0,risk_tier_low,cohort_age_50_59,limit_50K_100K,0.6497133333333334,0.058379,1.0,6,0.04438880737145613,False
886,70000,2,2,2,23,0,0,0,0,0,0,49605,51804,53041,55150,57098,59141,3000,2700,3000,3000,3000,4700,0,0,risk_tier_low,cohort_age_20_29,limit_50K_100K,0.7758071428571428,-0.026804,1.0,6,0.05953860648970811,False
887,310000,1,1,2,30,-2,-2,-2,-2,-2,-2,1544,1648,1284,1088,892,-304,1300,1000,1000,1000,304,39544,0,0,risk_tier_low,cohort_age_30_39,limit_200K_500K,0.00330752688172043,0.001079,1.0,6,2.0,True
888,180000,2,2,1,30,-1,-1,-1,-1,-1,-1,2488,13476,3173,13202,6594,2549,13476,3173,13212,6594,2549,1000,0,0,risk_tier_low,cohort_age_30_39,limit_100K_200K,0.03840925925925926,0.001637,1.0,6,0.96437008823104,False
